iso2c,life_exp,pop_tot,pop_grow,gdp,gdp_per_cap,gdp_grow,unemployment,inflation,pers_remit,co2_emis,forest_area,elec_access,elec_prod_renew,sanitation,int_homic,internet_use,women_parlia,foreign_invest,fertility_rate,labor_force_fe,lab_for_part_m,lab_for_part_f,urb_pop,research_exp,res_in_rd,tech_in_rd,charge_int_prop,hi_tech_exports,trdmk_res,trdmk_nres,pat_res,pat_nres,region,income
GM,59.637,1793199,2.99568796782189,1543292392.54605,860.636433851486,5.90833580968288,9.35799980163574,5.04968075857404,7.49689829068269,0.245371539912748,29.6442687747036,46.6552772521973,NA,34.88985408,NA,9.2,7.54716981132075,2.40660084845621,5.583,43.0169877147668,68.4150009155273,49.576000213623,55.662,NA,NA,NA,NA,NA,16,500,NA,NA,Sub-Saharan Africa,Low income
GN,56.861,10192168,2.25938161116451,6853467857.61127,672.424930359396,4.81336286679665,4.77299976348877,15.4619810737553,0.674986750665577,0.245286380679753,26.7336806120788,27.955623626709,NA,NA,NA,1,NA,0,5.336,53.5554042013372,65.7649993896484,63.0069999694824,33.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
GQ,55.622,943640,4.55859753598786,16314443428.9408,17288.84259775,-8.92417588851806,8.81799983978271,7.78916547991181,0,10.088593107541,90.2677361853832,66.1572647094727,NA,NA,NA,6,10,16.7581567333769,5.209,38.9120556328916,60.4799995422363,50.5820007324219,65.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa,Upper middle income
GR,80.3878048780488,11121341,0.128880432668041,297124961971.501,26716.648826027402,-5.47862743193934,12.710000038147,4.71298907760393,0.504428267319196,7.87494961264114,30.27,100,5.33756340753395,83.83710579,1.6165119346,44.4,17.3333333333333,0.179361228004658,1.48,42.1467464425345,63.4650001525879,44.0139999389648,76.292,0.59838,NA,NA,68694446.7707913,1293767625,4010,2231,728,16,Europe & Central Asia,High income
GT,71.481,14259687,1.83655642844003,40676432028.5934,2852.54732650116,2.88417542800377,3.5,3.85950909833169,10.3860632540983,0.802962926184845,34.7387084733109,84.2757110595703,20.5667378837288,NA,40.737039675,10.5,12.0253164556962,2.71031682234329,3.375,34.4103092504983,84.4369964599609,40.7039985656738,48.403,0.0435,24.81132,18.65976,12735430,228548349,3778,5397,7,374,Latin America & Caribbean,Upper middle income
GU,77.941,159439,0.129914569643424,4949000000,31040.0842955613,2.26325193567601,8.19999980926514,NA,NA,NA,44.4444444444444,100,NA,NA,1.8815973507,54.04,NA,NA,2.488,45.5857074421619,66.213996887207,56.4970016479492,94.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,High income
GW,54.628,1522603,2.57341352656849,849878424.225986,558.174668134758,4.61097090010318,6.08099985122681,2.51785140171702,5.39962854186557,0.157624804364631,73.4150071123755,6,NA,7.306968688,NA,2.45,10,3.08752396248885,5.049,47.5136604075988,79.4380035400391,64.3889999389648,40.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
GY,68.059,749430,0.228701604144641,3432913073.24154,4580.69876204788,3.7782001831451,11.7980003356934,3.73337757704245,10.7140902913674,2.34845148979891,94.0808229616459,83.0916290283203,NA,NA,18.680864123,29.9,30,5.76769629104059,2.655,35.0369524081545,72.7300033569336,38.064998626709,26.634,NA,NA,NA,46932427.4972766,74241,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
HK,82.9780487804878,7024200,0.734446396338105,228637697575.04,32549.998231121,6.76766858785334,4.32999992370605,2.29289088604677,0.148518539365386,NA,NA,100,0.242269518326517,86.03163817,0.50241705669,72,NA,36.1747620158536,1.127,46.7956283838752,68.5070037841797,51.9080009460449,100,0.74946,3114.55198,309.91924,400321901.394627,2527688328.00001,10902,17970,133,11569,East Asia & Pacific,High income
HN,73.317,8317467,2.02441331695389,15729649158.5883,1891.15858933835,3.73114034433009,4.11999988555908,4.69889064976229,16.6431356033195,0.987079359617537,58.7672714272947,80.9846649169922,2.36092666371551,45.71609364,74.974748923,11.09,17.96875,3.86134752242495,2.957,35.1668208798177,81.5770034790039,42.8600006103516,51.885,NA,NA,NA,NA,19523512,1930,4159,NA,NA,Latin America & Caribbean,Lower middle income
HR,76.4756097560976,4295427,-0.226821270818422,60426018629.2992,14067.5231191915,-1.25070046236175,11.6199998855591,1.03055505333573,3.78487733299177,4.53039942245556,34.3102215868478,100,1.1624763449581,78.45720647,1.4324783979,56.55,23.5294117647059,2.55692902392907,1.46,46.0055148348639,59.6679992675781,46.1459999084473,55.155,0.74292,1641.34223,600.94751,31592952.4885625,817139880,1620,5904,257,21,Europe & Central Asia,High income
HT,60.511,9949318,1.53210280667313,11859315078.7902,1191.97266373335,-5.65151153448299,15.378999710083,4.82734190074673,12.4274016762281,0.247253128304875,13.7293178519594,37.0556221008301,0,NA,6.8044864985,8.37,11.1111111111111,1.50092984980511,3.427,47.6407597615633,70.8730010986328,60.6769981384277,47.509,NA,NA,NA,2456647.71,NA,409,1365,NA,NA,Latin America & Caribbean,Lower middle income
HU,74.2073170731707,10000023,-0.226013875689698,132231134158.608,13223.0830027699,1.08311866809517,11.1700000762939,4.85555795691951,1.39900052754594,4.78798898762533,22.6045509775765,100,7.57806855583206,75.04872452,1.3900948689,65,9.06735751295337,-15.707556615121,1.25,46.2769043969815,57.8289985656738,43.7610015869141,68.911,1.1376,2149.8141,601.06554,2046859456.77692,20245774000,3481,2612,649,47,Europe & Central Asia,High income
ID,69.205,241834226,1.3377824768766,755094160363.071,3122.36267319362,6.22385418062366,5.6100001335144,5.1342040076793,0.915919025219785,1.72407358088346,55.0126133685146,94.1500015258789,5.57096992724809,NA,0.43748977037,10.92,18.0357142857143,2.02517913834177,2.483,38.2643115118311,82.254997253418,50.9230003356934,49.914,NA,NA,NA,59560687.4038917,7056094849,43269,4525,508,5122,East Asia & Pacific,Lower middle income
IE,80.7439024390244,4560155,0.544884384079014,221876011283.5,48655.3661626634,1.75508074327075,14.5299997329712,-0.922095829024469,0.296566503541143,8.90978486476885,10.4569603716069,100,11.105195911414,70.18702353,1.2076419583,69.85,13.9393939393939,17.0133107519502,2.05,44.7584436167964,70.1709976196289,55.2430000305176,61.542,1.59153,3112.64841,670.13283,2920454233.04473,23343995162,1539,2028,NA,NA,Europe & Central Asia,High income
IL,81.6024390243903,7623600,1.82675240987847,234654589559.973,30780.0238155167,5.68470729269168,8.47999954223633,2.71664057463854,0.243549466077644,9.24891127551288,7.11645101663586,100,0.237237801027462,87.39807077,2.041803615,67.5,19.1666666666667,2.97658784901578,3.03,46.6412684439531,69.3539962768555,57.4819984436035,91.826,3.93541,NA,NA,849400000,10584454000,2569,6209,1450,5856,Middle East & North Africa,High income
IM,NA,84856,0.563714672676353,5920177688.50433,69767.343364103,3.39999842395957,NA,NA,NA,NA,6.07017543859649,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income
IN,66.693,1234281163,1.35033831370532,1675615335600.56,1357.5637268318,8.49758470158106,5.5460000038147,11.9893899204244,3.19166093476193,1.34921446581292,23.3742209545976,76.3000030517578,3.47809306770565,25.37938816,3.7641342502,7.5,10.8256880733945,1.63503427378005,2.581,23.4288914265137,79.2839965820313,25.9650001525879,30.93,0.78849,156.21967,100.61565,127378163.310578,10659475119,172120,17806,8853,30909,South Asia,Lower middle income
IQ,68.567,29741977,2.61896343035427,138516722649.573,4657.28026921588,6.40256484471193,8.25100040435791,2.8777472527476,0.127565824992139,4.04243470432379,1.89952109044023,98.2809677124023,0,38.02676549,9.0478181729,2.5,25.2307692307692,1.00796493975113,4.343,14.4044031308005,70.8170013427734,11.8660001754761,69.103,0.03684,432.01568,64.79058,300000,NA,NA,NA,NA,NA,Middle East & North Africa,Upper middle income
IR,73.905,73762519,1.14215042395487,486807615326.147,6599.66093791004,5.79793830169588,13.6800003051758,10.089362928798,0.242600970654242,7.46842715607367,6.56449077826076,99.4910430908203,0.0742619945999081,NA,NA,15.9,2.75862068965517,0.749571759997077,1.839,18.2418648542232,67.7480010986328,15.2390003204346,70.626,0.26442,743.10098,NA,NA,NA,25388,4130,11108,528,Middle East & North Africa,Lower middle income
IS,81.8975609756097,318041,-0.143903000294037,13751161917.7398,43237.0729488958,-2.83277491540855,7.55999994277954,5.39673113167484,0.985796487836427,6.16272744709015,0.445586034912718,100,26.1738671668914,62.6839614,0.62433274438,93.39,42.8571428571429,1.86880354711353,2.2,46.9565908729528,79.1380004882813,70.6279983520508,93.574,NA,NA,NA,143497501.709966,142432244,634,2651,57,19,Europe & Central Asia,High income
IT,82.0365853658537,59277417,0.30759122234095,2136099955236.67,36035.6449950691,1.71329583916922,8.35999965667725,1.52551602118248,0.373350190227251,6.8368363621512,30.6930033317468,100,8.65171886348499,95.69591975,0.89169478511,53.68,21.2698412698413,0.464889359066011,1.46,41.2834866590949,59.1129989624023,38.1910018920898,68.327,1.21797,1743.3443,NA,3641187900.8658,29262023021,36158,5675,8877,846,Europe & Central Asia,High income
JM,74.038,2810464,0.521735381598588,13220556882.7046,4704.04775962425,-1.45714720947502,12.3699998855591,12.6105519975602,15.327991422411,2.66148223211541,51.5650969529086,92.1999969482422,4.16666666666667,NA,51.486160292,27.67,13.3333333333333,1.40520276299346,2.173,44.5259303385508,70.2620010375977,54.6959991455078,53.743,NA,NA,NA,4861221.77,2935421,973,1161,14,142,Latin America & Caribbean,Upper middle income
JO,73.428,7261541,5.20482327869944,27133804225.3521,3736.64546207921,2.31483422063046,12.5,4.84551875852119,13.3521924032083,2.78177868857313,1.09822031989187,100,0.0812072815862489,79.28402184,1.5974570687,27.2,10.8333333333333,6.22247566973912,3.631,20.0841573671971,61.3339996337891,16.0930004119873,86.088,NA,NA,NA,0,122345003,1907,4064,45,429,Middle East & North Africa,Upper middle income
JP,82.8426829268293,128070000,0.0179605415195644,5759071769013.11,44968.1562349739,4.09791791930137,5.09999990463257,-0.728243207517742,0.0292489662024517,9.02693839306629,68.4938271604938,100,3.32060305386364,77.36110128,0.36174848493,78.21,11.25,0.12920448958805,1.39,41.7545800267209,71.4940032958984,48.3419990539551,90.812,3.13708,5103.62526,582.35281,26680317333.8952,129808092778,92162,21013,290081,54517,East Asia & Pacific,High income
KE,60.959,42030684,2.7225900011839,45405587556.7313,1080.29618449063,8.05847360290906,2.83899998664856,3.9613888911539,1.51028923390973,0.300732674252934,6.35404294198264,19.2000007629395,22.7211252366784,NA,4.5823665396,7.2,9.82142857142857,0.392163626001198,4.369,49.0802515441287,76.4290008544922,71.0830001831055,23.571,0.78577,221.38592,627.73199,53797055.1114851,117835302,2031,2136,77,120,Sub-Saharan Africa,Lower middle income
KG,69.3,5447900,1.19286442880631,4794357795.07139,880.037775119109,-0.471566601130149,8.64000034332275,7.96772225579691,26.4101162844678,1.16558673984471,6.41126173096976,99,0,89.24915637,16.764109977,16.3,23.3333333333333,9.860930706632,3.1,41.7709391571138,76.7929992675781,52.3819999694824,35.306,0.15547,NA,NA,1094534,2970808,NA,NA,134,6,Europe & Central Asia,Lower middle income
KH,66.56,14312205,1.53915213466393,11242275198.9783,785.50266705782,5.96307857538696,0.769999980926514,3.99639528107212,4.95857087327932,0.34376254392667,59.988839791525,31.1000003814697,2.3,NA,2.3127114236,1.26,21.1382113821138,12.4913811842369,2.875,50.2806591096339,88.5820007324219,81.2730026245117,20.294,NA,NA,NA,340000,8239391,840,3129,NA,26,East Asia & Pacific,Lower middle income
KI,65.769,102930,1.96417541978949,156120439.254831,1516.76322991189,-0.923899278495327,NA,-3.89955040651655,10.0242995920155,0.485767026134266,1.45679012345679,63.1677360534668,NA,22.71219897,3.8861362091,9.07,4.34782608695652,-4.22908806764808,3.843,NA,NA,NA,47.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
KM,61.862,689696,2.41327037744548,907978723.547592,1316.49121286421,3.79993345468068,6.69000005722046,3.35475770328918,9.60948584566246,0.231986266413028,20.0429876410532,69.8077087402344,NA,NA,NA,5.1,3.03030303030303,0.919669867317454,4.754,37.5290155204588,53.9339981079102,32.4910011291504,27.973,NA,NA,NA,0,NA,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
KN,NA,49011,0.844180814941206,760170370.37037,15510.1991465257,-0.609318192019387,NA,0.850878649795933,6.18717383042788,4.89685988859644,42.3076923076923,99.843391418457,NA,NA,42.847524025,63,6.66666666666667,15.2950554943824,NA,NA,NA,NA,31.322,NA,NA,NA,310238.148148148,302278,NA,NA,NA,NA,Latin America & Caribbean,High income
KR,80.1170731707317,49554112,0.49822508440111,1144066965324.49,23087.2256438476,6.80482491783671,3.3199999332428,2.93928652655687,0.511657112513488,11.588543852829,65.7098765432099,100,0.504108971287531,88.62778804,0.97815717893,83.7,14.7157190635452,0.830143714297898,1.226,40.8912962650455,72.9580001831055,49.8950004577637,81.936,3.31578,5330.8012,959.85384,3188400000,132075425101,106896,21776,131805,38296,East Asia & Pacific,High income
KW,74.358,2991884,5.87973235396896,115419399860.433,38577.4982788212,-2.37026412020438,1.82000005245209,4.49640287769787,0.0041657762476589,26.1540888617339,0.350729517396184,100,0,100,2.005425344,61.4,7.69230769230769,1.13033640929465,2.234,27.6116003081695,85.265998840332,48.5099983215332,100,0.1014,136.03469,29.07867,NA,127947716,NA,NA,NA,NA,Middle East & North Africa,High income
KY,82.190243902439,56672,2.41276783222714,4156990759.63038,73351.7567693109,-2.71563526217577,NA,0.276140861750087,0,NA,53,100,NA,NA,15.880858272,66,NA,504.354323892319,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
KZ,68.45,16321872,1.41327147745347,148047348240.643,9070.48825285747,7.30000000016202,5.76999998092651,7.40046356742116,0.152354119782253,13.6975709648991,1.1416748231285,100,0,NA,8.534190879,31.6,17.7570093457944,5.03630628288047,2.59,48.88484629731,75.8840026855469,65.3830032348633,56.827,0.15341,370.53265,27.93454,0,2364743861,1611,5226,1691,273,Europe & Central Asia,Upper middle income
LA,64.306,6249168,1.62205058536827,7131773632.71369,1141.23570253091,8.52690551722873,0.709999978542328,5.98254521550086,0.585748045035813,0.460861349862894,73.3990467937608,70.1499404907227,NA,44.08422958,NA,7,25.2173913043478,3.9093487465882,3.143,50.0325205188222,79.8330001831055,76.6729965209961,30.064,NA,NA,NA,0,19433467,109,1953,NA,20,East Asia & Pacific,Lower middle income
LB,78.36,4953064,2.86803826418261,38443907042.3002,7761.64148944981,7.97513555924181,6.84299993515015,3.98347941855833,17.9847875958392,4.21557242143449,13.4261974584555,99.4744110107422,0,12.80108615,3.2908922639,43.68,3.125,11.1327936305172,1.966,24.1528015169747,63.3050003051758,20.9130001068115,87.334,NA,NA,NA,7278993.90179041,605177111,NA,NA,NA,NA,Middle East & North Africa,Upper middle income
LC,74.852,174092,1.07937464193729,1486758037.03704,8540.07097992462,1.60386238499591,17.1079998016357,3.25034409180125,1.95012596012098,2.29763573283092,34.0491803278688,94.1999969482422,NA,NA,25.273993061,32.5,11.1111111111111,8.15848776807866,1.538,46.6322404310374,72.9029998779297,60.9300003051758,18.45,NA,NA,NA,0,NA,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
LI,81.8414634146342,35996,0.76130821279276,5082366478.08994,141192.534673018,NA,NA,NA,NA,5.27836426269586,41.87,100,NA,98.75,2.7780864541,80,24,587.835233729843,1.4,NA,NA,NA,14.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income
LK,75.439,20261738,0.684559602845539,56725749221.9043,2799.64873802555,8.01596737088062,4.78000020980835,6.21764889304619,7.26853334959193,0.64505818799947,33.5452081007814,85.3000030517578,0.953615405980928,NA,3.7657184196,NA,5.33333333333333,0.841873411194353,2.248,33.073923586487,74.1709976196289,33.9500007629395,18.226,0.13687,105.6178,91.35446,NA,62430399,3942,2302,225,235,South Asia,Lower middle income
LR,59.6,3891357,3.59016390667023,1998000000,513.44556667507,6.09982760205578,2.26999998092651,7.28992796890228,14.7263244324324,0.187595227063464,82.2263289036545,5.16266441345215,NA,NA,3.315038944,2.3,12.5,103.337387099033,4.971,46.8775713430826,82.8740005493164,71.6289978027344,47.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
LS,45.1,1995575,0.27297537342346,2234731973.55119,1119.84364083093,5.26628065286225,27.0790004730225,3.46152586635755,27.3019215317266,1.08239479849166,1.13702239789196,17,NA,28.56272937,38.28470491,3.86,24.1666666666667,0.425678410756019,3.302,46.35992783517,75.1060028076172,59.515998840332,24.798,NA,NA,NA,0,NA,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
LT,73.2682926829268,3097282,-2.09694341985475,37128694028.243,11987.508411647,1.65124065328366,17.8099994659424,1.31921362055463,4.5063799642548,4.06808291915299,34.6230554447547,100,7.42891469763716,84.23002089,7.0106359991,62.12,19.1489361702128,2.96992979569045,1.5,50.7511551489544,62.0190010070801,52.5460014343262,66.757,0.7855,2752.72295,541.3251,896495.773448772,1263157761,1963,2217,108,6,Europe & Central Asia,High income
LU,80.6317073170732,506953,1.8254058035237,56213985987.4168,110885.991378721,3.76041359255095,4.3600001335144,2.27367911621542,2.9700377206699,21.8166181085821,36.5020576131687,100,4.92260061919505,92.41794701,1.9689302802,90.62,20,69.6063943388728,1.63,43.7482617340733,65.838996887207,49.7869987487793,88.547,1.50257,5144.98247,3362.79778,206644755.791299,962856325,NA,NA,79,21,Europe & Central Asia,High income
LV,73.4829268292683,2097555,-2.08130508988111,23956163076.5575,11420.9940032836,-4.47094188506063,19.4799995422363,-1.08463595015159,5.2486120606374,4.06187203672848,54.1793059125964,100,1.73532518484986,61.80530966,3.3036710865,68.42,20,1.98271981067991,1.36,50.4212404326727,65.0029983520508,53.8889999389648,67.841,0.60979,1838.72373,431.83578,11964205.3391053,430707595,1260,2154,178,7,Europe & Central Asia,High income
LY,72.044,6197667,1.03279845585375,74773444900.5368,12064.7729057622,5.02128973900766,19.2679996490479,2.79989500109265,0,9.23411987123542,0.123327687918433,81.6502227783203,0,22.83564949,NA,14,7.69230769230769,2.38587375822134,2.478,34.7437866147606,61.2630004882813,33.8950004577637,78.052,NA,NA,NA,0,NA,NA,NA,NA,NA,Middle East & North Africa,Upper middle income
MA,74.382,32343384,1.2892074374743001,93216746661.5977,2839.92611978697,3.8157179167666,9.09000015258789,0.99355740122642,6.88990096766832,1.65907191405822,12.7146986332064,92.6713790893555,2.78387968908415,36.13419969,1.3944119144,52,10.4615384615385,1.33090448180717,2.567,26.87849078909,74.7740020751953,25.8990001678467,58.018,0.71454,719.77615,52.46822,3846923.2913666,NA,5523,5013,152,882,Middle East & North Africa,Lower middle income
MC,NA,35609,1.08991365797569,5367625613.15127,150737.892475253,2.09999989913052,NA,NA,NA,NA,0,100,NA,100,0,75,26.0869565217391,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,6,5,Europe & Central Asia,High income
MD,69.616,2861487,-0.0998632072433329,6974960345.3712,2437.52997842423,7.10000008379275,7.44999980926514,7.48385086350853,25.1303220836694,2.90058979824126,11.400304414003,100,0,NA,6.4854175997,32.3,18.8118811881188,4.2588055743877,1.275,48.7556463214656,44.935001373291,38.6069984436035,42.62,0.3665,760.86315,80.60824,4860000,20486361,1401,3708,139,11,Europe & Central Asia,Upper middle income
ME,75.990243902439,619428,0.183239906425096,4143033275.88493,6688.48239970574,2.73433108233829,19.6499996185303,0.65494657014848,10.0401580858163,4.16513299366512,61.4869888475836,100,0,33.88081713,2.4027718376,37.5,11.1111111111111,18.3019142754749,1.7,44.3373849349245,55.7960014343262,42.1590003967285,64.14,NA,NA,NA,3253681.00330047,8629674,66,3506,23,136,Europe & Central Asia,Upper middle income
MG,63.388,21151640,2.79267649390527,9982711338.11125,471.959211584125,0.619239746176873,4.28000020980835,9.24732173644115,4.566149703973,0.0884092202779548,21.601231213674,12.3000001907349,NA,7.041632577,NA,1.7,12.5,9.13867133824362,4.603,49.0050250071914,89.2929992675781,84.0849990844727,31.938,0.099030000000000007,51.95815,15.41252,2957342.06560148,5515413,610,1032,9,34,Sub-Saharan Africa,Low income
MH,NA,56361,0.188250393023619,160407100,2846.06554177534,6.66864105701465,NA,NA,13.8490961726058,2.48398715423786,52.2222222222222,89.23388671875,NA,NA,NA,7,3.03030303030303,-5.83307916658187,NA,NA,NA,NA,73.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
MK,74.9975609756098,2055004,0.21107377513823,9407168702.4313,4577.68875507362,3.35875085773812,32.0200004577637,1.50997522027615,4.12378229062415,4.24816691354372,38.0820777160983,100,0,12.72318656,2.076555352,51.9,32.5,3.20438264947977,1.6,38.7987419040675,68.6110000610352,42.9360008239746,57.089,0.21634,532.12835,81.95134,6932020,81123481,945,3653,27,1,Europe & Central Asia,Upper middle income
ML,55.251,15049352,3.15863381986127,10689167195.3375,710.274249372168,5.31393527895875,8.06999969482422,1.10892690670188,4.42266011259582,0.184725561605576,10.896663634352,26.9120502471924,NA,12.85689472,NA,2,10.2040816326531,3.47613453711886,6.547,43.5656995738598,80.8460006713867,60.476001739502,35.999,0.5836,29.40326,22.75181,242525.043562307,3204182,NA,NA,NA,NA,Sub-Saharan Africa,Low income
MM,63.525,50600827,0.695008953862852,37796052938.7278,746.945359978558,10.0692860939855,0.72299998998642,7.71838195873614,0.303880538729683,0.163633689228044,48.1293818693935,48.7999992370605,0,61.03403892,1.5829780806,0.25,4.29447852760736,2.38420010771402,2.359,42.162314569364,80.2710037231445,52.6160011291504,28.885,NA,NA,NA,NA,58189,3821,2149,NA,NA,East Asia & Pacific,Lower middle income
MN,67.38,2719902,1.70974126800063,7189481824.07288,2643.28708316435,6.36516168485753,6.55000019073486,10.0462065881652,3.70322322335067,5.26121897038937,9.12993382939828,78.502082824707,0,41.47895886,8.7870812993,10.2,3.94736842105263,23.5263371265589,2.637,46.3143439843769,64.6949996948242,54.1809997558594,67.567,0.24437999999999999,NA,NA,491650,NA,539,1662,110,69,East Asia & Pacific,Lower middle income
MO,82.704,538215,2.21948288791181,28241858488.9155,52473.1909904323,25.1228226887003,2.83999991416931,2.80947242060846,0.165900940149321,NA,NA,100,NA,55.79875247,0.37159871055,55.198,NA,12.8506924924196,1.093,48.5316385378805,77.5429992675781,66.0070037841797,100,0.05033,649.847,581.54766,0,0,765,5989,4,58,East Asia & Pacific,High income
MP,NA,53971,-0.412333593957157,799000000,14804.2467250931,1.3959390862943999,NA,NA,NA,NA,65.9130434782609,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,High income
MR,62.527,3494200,2.926972491675,5628882266.37767,1610.92160333629,2.62022952055378,9.86200046539307,6.28354087427708,0,0.592410279892393,0.356301542640924,33.9595146179199,NA,NA,NA,4,22.1052631578947,2.31890427127371,4.98,30.8583680140183,64.6809997558594,28.2350006103516,46.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
MT,81.3975609756098,414508,0.49118281065151,9035932122.49768,21799.1742559798,5.54363938522218,6.84999990463257,1.51563513618533,2.54059390399135,6.22424657666438,1.09375,100,0.0473036896877956,91.86797469,0.96558416635,63,8.69565217391304,102.313718104451,1.36,34.7462506358407,67.1169967651367,34.8359985351563,94.072,0.60667,1417.00845,808.68455,1214198489.22778,1185075394,450,415,12,7,Middle East & North Africa,High income
MU,72.9673170731707,1250400,0.237886692890185,10003670690.3497,8000.37643182154,4.37720322681258,7.65000009536743,2.93236301369863,0.00814060092984648,2.92706333973129,18.9113300492611,99.6900024414063,20.5652658981034,NA,2.6443303554,28.33,18.8405797101449,4.29784028291491,1.57,37.4065291113958,73.8769989013672,42.7589988708496,41.555,NA,NA,NA,554905.873404756,6212760,NA,NA,NA,NA,Sub-Saharan Africa,Upper middle income
MV,75.905,365730,3.43202635768944,2588176054.6875,7076.73982087196,7.26512906840138,11.2880001068115,6.14988536750176,0.122062735053023,2.62488721187761,2.73333333333333,99.1568603515625,NA,NA,1.6405545074,26.53,6.49350649350649,8.36376433060736,2.206,31.2213719330778,65.8190002441406,36.9230003356934,36.434,NA,NA,NA,5583061.40933852,NA,NA,NA,NA,NA,South Asia,Upper middle income
MW,55.564,14539609,2.87065408031325,6959655570.89098,478.668688469613,6.8740656330618,5.89400005340576,7.41159092883827,0.312769265678402,0.0715287460618783,28.2318625371235,8.69999980926514,NA,21.68798232,3.5764373031,2.26,20.8333333333333,1.39389884606401,5.332,48.6647104209373,82.4049987792969,73.2170028686523,15.544,NA,50.3521,60.00848,NA,2106796,205,1834,NA,NA,Sub-Saharan Africa,Low income
MX,75.065,114092961,1.43814066910139,1057801295584.05,9271.39839576997,5.11811814321163,5.30000019073486,4.15672722680176,2.08737304881148,4.11015715509391,34.4367447722421,99.2366943359375,3.12698476066735,34.20129298,22.575450557,31.05,26.2,2.88605670624974,2.34,36.8210636482897,78.3519973754883,42.3320007324219,77.815,0.49485,337.41655,181.95617,8766911,49220998938,68928,25529,951,13625,Latin America & Caribbean,Upper middle income
MY,74.493,28208028,1.69100946649984,255016609232.871,9040.56849464524,7.42484738326097,3.39000010490417,1.62285235577031,0.432491586203816,7.05862884140643,57.6705219905646,99.3740539550781,0.806180180468963,69.0410832,1.9143486386,56.3,9.90990990990991,4.26866386639112,2.149,34.8498846884599,76.1800003051758,43.4949989318848,70.912,1.03608,1462.46876,130.30401,100651423.32788,65670153883,13099,13271,1231,5152,East Asia & Pacific,Upper middle income
MZ,52.31,23531567,2.74365674235719,11104648673.0016,471.904343344477,6.50235311519791,3.21700000762939,12.4255421735156,1.04260150788459,0.115589412298807,49.5589155370177,18.8027362823486,0,NA,3.718409403,4.17,39.2,11.3326691720073,5.392,53.4607302106414,81.7360000610352,82.6660003662109,31.83,0.38695,38.77089,46.44271,NA,NA,1066,1772,15,25,Sub-Saharan Africa,Low income
"NA",56.665,2118877,1.8018943127387,11431334447.4305,5394.99671166874,6.03924947955858,22.1200008392334,4.87491987643953,0.6054175000175,1.47719759098806,8.92636859429849,44.6107368469238,0,NA,14.819170721,11.6,24.3589743589744,2.51527042414474,3.631,48.1313712278955,62.3279991149902,52.1349983215332,41.616,0.14165,NA,NA,59248.7208622834,50432614,NA,NA,NA,NA,Sub-Saharan Africa,Upper middle income
NC,77.2804878048781,249750,1.53321542873142,9364350064.99003,37494.8951551152,NA,13.8079996109009,NA,5.25230799089028,NA,45.8982494529541,100,NA,NA,NA,42,NA,15.3677037207922,2.2,45.4903135448459,72.4800033569336,60.8540000915527,67.102,NA,NA,NA,1010817.36596726,6491337,NA,NA,NA,NA,East Asia & Pacific,High income
NE,57.333,16464025,3.84416665603582,7851191899.3408,476.869532167304,8.57816674297256,0.778999984264374,0.804073080882635,1.71214191681845,0.0832117298169797,0.950422357306387,13.2774925231934,1.02389078498294,11.897061,NA,0.83,NA,10.1466906948257,7.473,44.1385603718792,90.5459976196289,68.8499984741211,16.221,NA,NA,NA,0,4619872,NA,NA,NA,NA,Sub-Saharan Africa,Low income
NG,50.896,158503203,2.67144283048865,361456622215.721,2280.43733738126,8.00565591528178,3.77800011634827,13.7202018444406,5.46255175560455,0.57241745455453,25.5388078219529,48,0,25.07123103,NA,11.5,6.98324022346369,1.6672133586614999,5.839,46.8015796104988,63.9480018615723,56.7840003967285,43.48,NA,NA,NA,0,63081914,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
